query_video_path,edit_text,target_video_path,top1,top2,top3
/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1533_1542.mp4,Rotate it.,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1577_1586.mp4,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1762-633_1770-633.mp4,"/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1762-633_1770-633.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1754-36_1762-36.mp4","/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1762-633_1770-633.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1754-36_1762-36.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1547-233_1555-233.mp4"
/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1577_1586.mp4,Move it.,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1533_1542.mp4,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1793-067_1801-067.mp4,"/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1793-067_1801-067.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1719-248_1727-248.mp4","/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1793-067_1801-067.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1719-248_1727-248.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/f89bdeab-5106-4c0c-91b6-ed010120bf18/f89bdeab-5106-4c0c-91b6-ed010120bf18_1762-633_1770-633.mp4"
/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_76_85.mp4,Adjust the bicycle part.,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_300_309.mp4,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_377-8_385-8.mp4,"/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_377-8_385-8.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_241-6_249-6.mp4","/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_377-8_385-8.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_241-6_249-6.mp4"
/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_300_309.mp4,Pick up the screw.,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_76_85.mp4,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_282-633_290-633.mp4,"/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_282-633_290-633.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_139-8_147-8.mp4","/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_282-633_290-633.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_139-8_147-8.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_154-6_162-6.mp4"
/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_0_7.mp4,Attach it to the handle.,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_194_203.mp4,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_260-133_268-133.mp4,"/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_260-133_268-133.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_194_203.mp4","/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_260-133_268-133.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_194_203.mp4"
/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_221_230.mp4,Pick up the screwdriver instead.,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_221_230.mp4,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_282-633_290-633.mp4,"/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_282-633_290-633.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_154-6_162-6.mp4","/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_282-633_290-633.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_154-6_162-6.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_153-667_161-667.mp4"
/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_221_230.mp4,No action required.,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_221_230.mp4,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_0_7.mp4,"/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_0_7.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_260-133_268-133.mp4","/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_0_7.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_260-133_268-133.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0/887a1aaa-2b7e-41d4-86c6-fa0c9d1015a0_14-8_22-8.mp4"
/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_0_9.mp4,Remove nylon from the container.,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_142_151.mp4,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_184_193.mp4,"/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_184_193.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_312-454_320-454.mp4","/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_184_193.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_312-454_320-454.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_312-154_320-154.mp4"
/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_142_151.mp4,Walk towards the tools.,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_0_9.mp4,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_355-254_363-254.mp4,"/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_355-254_363-254.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_0-888_8-888.mp4","/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_355-254_363-254.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_0-888_8-888.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_226-688_234-688.mp4"
/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_16_25.mp4,Check the opposite side.,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_184_193.mp4,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_74-588_82-588.mp4,"/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_74-588_82-588.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_42-921_50-921.mp4","/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_74-588_82-588.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_42-921_50-921.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_72-088_80-088.mp4"
/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_184_193.mp4,Measure it instead.,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_16_25.mp4,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_118-421_126-421.mp4,"/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_118-421_126-421.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_74-588_82-588.mp4","/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_118-421_126-421.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_74-588_82-588.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6/1bc1f5e9-9d74-4a07-9d1b-39e5410436b6_369-921_377-921.mp4"
/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_99_108.mp4,Adjust the tuner.,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_26_35.mp4,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_0-021_5-121.mp4,"/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_0-021_5-121.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_26_35.mp4","/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_0-021_5-121.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_26_35.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_26-788_34-788.mp4"
/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_26_35.mp4,Hold it with both hands.,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_99_108.mp4,/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_84-488_92-488.mp4,"/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_84-488_92-488.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_186_195.mp4","/hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_84-488_92-488.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_186_195.mp4, /hetu_group/dingzhixiang/pythonproject/ZSCVR/ZSCVR-V1/benchmark/egocvr/egocvr_clips/95aa4159-3ad7-46f3-ad1e-c85e6b64659c/95aa4159-3ad7-46f3-ad1e-c85e6b64659c_86-654_94-654.mp4"
